building_id,year,renovation_probability
279,2035,0.2
248,2035,0.2
541,2035,0.1
628,2035,0.2
216,2035,0.2
364,2035,0.3
468,2035,0.2
1284,2035,0.1
283,2035,0.1
123,2025,0.1
286,2025,0.3
464,2025,0.1
552,2025,0.1
123,2026,0.1
286,2026,0.3
464,2026,0.1
803,2026,0.3
1125,2026,0.1
259,2026,0.1
438,2026,0.2
496,2026,0.1
599,2026,0.3
123,2027,0.1
286,2027,0.3
464,2027,0.2
803,2027,0.3
1125,2027,0.1
259,2027,0.1
438,2027,0.2
599,2027,0.3
730,2027,0.1
787,2027,0.1
28,2027,0.4
236,2027,0.1
349,2027,0.1
365,2027,0.1
422,2027,0.1
470,2027,0.2
123,2028,0.1
464,2028,0.2
803,2028,0.3
1125,2028,0.1
259,2028,0.1
438,2028,0.2
599,2028,0.3
730,2028,0.1
787,2028,0.1
236,2028,0.2
349,2028,0.1
365,2028,0.1
422,2028,0.1
470,2028,0.2
670,2028,0.1
859,2028,0.1
1151,2028,0.1
37,2028,0.1
53,2028,0.1
403,2028,0.1
558,2028,0.2
123,2029,0.1
464,2029,0.2
1125,2029,0.1
259,2029,0.1
438,2029,0.2
599,2029,0.3
730,2029,0.1
787,2029,0.1
236,2029,0.2
349,2029,0.1
365,2029,0.1
422,2029,0.1
470,2029,0.2
670,2029,0.1
859,2029,0.1
1151,2029,0.1
37,2029,0.1
53,2029,0.1
403,2029,0.1
558,2029,0.2
152,2029,0.1
123,2030,0.2
464,2030,0.2
1125,2030,0.1
259,2030,0.1
438,2030,0.2
599,2030,0.3
730,2030,0.1
787,2030,0.1
236,2030,0.2
349,2030,0.1
365,2030,0.1
470,2030,0.2
670,2030,0.1
859,2030,0.1
1151,2030,0.1
37,2030,0.1
53,2030,0.1
403,2030,0.1
558,2030,0.2
152,2030,0.1
1274,2030,0.2
1978,2030,0.1
123,2031,0.2
464,2031,0.2
1125,2031,0.1
259,2031,0.1
438,2031,0.2
599,2031,0.3
730,2031,0.1
787,2031,0.1
236,2031,0.2
349,2031,0.1
365,2031,0.1
470,2031,0.2
670,2031,0.2
859,2031,0.1
1151,2031,0.1
37,2031,0.1
53,2031,0.1
403,2031,0.1
558,2031,0.2
1274,2031,0.2
1978,2031,0.1
1503,2031,0.1
100,2031,0.1
146,2031,0.1
123,2032,0.2
464,2032,0.2
1125,2032,0.1
259,2032,0.1
438,2032,0.2
599,2032,0.3
730,2032,0.1
787,2032,0.1
236,2032,0.2
349,2032,0.1
365,2032,0.1
470,2032,0.2
670,2032,0.2
859,2032,0.1
1151,2032,0.1
37,2032,0.1
53,2032,0.1
403,2032,0.1
558,2032,0.2
1274,2032,0.2
1978,2032,0.2
1503,2032,0.1
100,2032,0.1
146,2032,0.1
176,2032,0.1
452,2032,0.1
123,2033,0.2
464,2033,0.2
1125,2033,0.1
259,2033,0.1
438,2033,0.2
599,2033,0.3
730,2033,0.1
787,2033,0.1
236,2033,0.2
349,2033,0.1
365,2033,0.1
470,2033,0.2
670,2033,0.2
859,2033,0.1
1151,2033,0.1
37,2033,0.1
53,2033,0.2
403,2033,0.1
1274,2033,0.2
1978,2033,0.2
1503,2033,0.1
100,2033,0.1
146,2033,0.1
176,2033,0.1
452,2033,0.1
468,2033,0.1
123,2034,0.2
464,2034,0.2
1125,2034,0.1
259,2034,0.1
438,2034,0.2
599,2034,0.3
730,2034,0.1
787,2034,0.1
236,2034,0.2
349,2034,0.1
365,2034,0.1
470,2034,0.2
670,2034,0.2
859,2034,0.1
1151,2034,0.1
37,2034,0.1
403,2034,0.1
1274,2034,0.2
1978,2034,0.2
1503,2034,0.1
100,2034,0.1
146,2034,0.1
176,2034,0.1
452,2034,0.1
1214,2034,0.2
562,2034,0.1
123,2035,0.2
464,2035,0.2
1125,2035,0.1
259,2035,0.1
438,2035,0.2
599,2035,0.3
730,2035,0.1
787,2035,0.1
236,2035,0.2
349,2035,0.1
365,2035,0.1
470,2035,0.2
670,2035,0.3
859,2035,0.1
1151,2035,0.1
37,2035,0.1
403,2035,0.1
1274,2035,0.2
1978,2035,0.2
1503,2035,0.1
100,2035,0.1
146,2035,0.1
176,2035,0.1
452,2035,0.1
1214,2035,0.2
562,2035,0.1
153,2035,0.1
441,2035,0.3
654,2025,0.1
2042,2025,0.2
125,2025,0.1
175,2025,0.1
266,2025,0.1
275,2025,0.1
539,2025,0.1
654,2026,0.1
125,2026,0.1
175,2026,0.1
266,2026,0.2
275,2026,0.1
539,2026,0.1
1010,2026,0.1
72,2026,0.1
118,2026,0.1
197,2026,0.1
212,2026,0.2
216,2026,0.1
273,2026,0.1
654,2027,0.1
125,2027,0.1
175,2027,0.1
266,2027,0.3
275,2027,0.1
539,2027,0.1
1010,2027,0.1
72,2027,0.1
118,2027,0.1
197,2027,0.1
212,2027,0.2
216,2027,0.1
273,2027,0.1
84,2027,0.1
149,2027,0.1
244,2027,0.1
380,2027,0.1
614,2027,0.1
654,2028,0.1
125,2028,0.1
175,2028,0.1
266,2028,0.3
275,2028,0.1
539,2028,0.1
1010,2028,0.1
72,2028,0.1
118,2028,0.1
197,2028,0.1
212,2028,0.2
216,2028,0.1
273,2028,0.1
84,2028,0.1
149,2028,0.1
244,2028,0.1
380,2028,0.1
614,2028,0.1
277,2028,0.1
610,2028,0.1
654,2029,0.1
125,2029,0.1
266,2029,0.3
275,2029,0.1
539,2029,0.2
1010,2029,0.2
72,2029,0.1
118,2029,0.1
197,2029,0.1
216,2029,0.1
273,2029,0.1
84,2029,0.1
149,2029,0.1
244,2029,0.1
380,2029,0.1
614,2029,0.1
277,2029,0.1
610,2029,0.1
871,2029,0.1
899,2029,0.1
61,2029,0.2
187,2029,0.1
227,2029,0.1
391,2029,0.2
654,2030,0.1
125,2030,0.1
266,2030,0.3
539,2030,0.2
118,2030,0.1
197,2030,0.1
216,2030,0.1
273,2030,0.1
84,2030,0.1
149,2030,0.1
244,2030,0.1
380,2030,0.1
614,2030,0.1
277,2030,0.1
610,2030,0.1
871,2030,0.1
899,2030,0.1
61,2030,0.2
187,2030,0.1
227,2030,0.2
391,2030,0.2
33,2030,0.2
68,2030,0.2
71,2030,0.3
148,2030,0.2
247,2030,0.2
310,2030,0.1
654,2031,0.1
125,2031,0.1
266,2031,0.3
539,2031,0.2
118,2031,0.1
197,2031,0.1
216,2031,0.1
273,2031,0.1
149,2031,0.1
244,2031,0.1
380,2031,0.1
614,2031,0.1
610,2031,0.1
871,2031,0.1
899,2031,0.1
61,2031,0.2
187,2031,0.1
227,2031,0.2
391,2031,0.2
33,2031,0.2
68,2031,0.2
71,2031,0.3
148,2031,0.2
247,2031,0.2
310,2031,0.1
826,2031,0.1
654,2032,0.1
125,2032,0.1
266,2032,0.3
539,2032,0.2
118,2032,0.1
197,2032,0.1
216,2032,0.1
273,2032,0.1
149,2032,0.1
380,2032,0.1
614,2032,0.1
610,2032,0.1
871,2032,0.1
899,2032,0.1
61,2032,0.2
187,2032,0.1
227,2032,0.2
391,2032,0.2
33,2032,0.2
68,2032,0.2
148,2032,0.2
247,2032,0.2
310,2032,0.1
826,2032,0.1
1288,2032,0.1
1617,2032,0.1
362,2032,0.2
427,2032,0.2
654,2033,0.1
125,2033,0.1
266,2033,0.3
539,2033,0.2
118,2033,0.1
197,2033,0.2
273,2033,0.1
149,2033,0.1
380,2033,0.1
614,2033,0.1
610,2033,0.1
871,2033,0.1
899,2033,0.1
187,2033,0.1
391,2033,0.2
33,2033,0.2
68,2033,0.2
148,2033,0.2
247,2033,0.2
310,2033,0.1
826,2033,0.1
1288,2033,0.1
1617,2033,0.1
362,2033,0.2
427,2033,0.3
654,2034,0.1
125,2034,0.1
266,2034,0.3
539,2034,0.2
118,2034,0.1
197,2034,0.2
273,2034,0.1
149,2034,0.1
380,2034,0.1
614,2034,0.1
610,2034,0.1
871,2034,0.1
899,2034,0.1
187,2034,0.1
391,2034,0.2
68,2034,0.2
148,2034,0.2
310,2034,0.1
826,2034,0.1
1288,2034,0.1
1617,2034,0.1
362,2034,0.2
427,2034,0.3
1521,2034,0.3
490,2034,0.1
654,2035,0.1
125,2035,0.1
266,2035,0.3
539,2035,0.2
118,2035,0.1
197,2035,0.2
273,2035,0.1
149,2035,0.1
380,2035,0.1
614,2035,0.1
610,2035,0.1
871,2035,0.1
899,2035,0.1
187,2035,0.1
391,2035,0.2
68,2035,0.2
148,2035,0.2
310,2035,0.1
826,2035,0.1
1288,2035,0.1
1617,2035,0.1
362,2035,0.2
427,2035,0.3
1521,2035,0.3
490,2035,0.2
800,2025,0.1
28,2025,0.1
208,2025,0.1
217,2025,0.1
332,2025,0.1
561,2025,0.2
800,2026,0.1
28,2026,0.2
332,2026,0.1
33,2026,0.1
39,2026,0.1
192,2026,0.1
628,2026,0.1
800,2027,0.1
332,2027,0.1
33,2027,0.1
39,2027,0.1
192,2027,0.1
628,2027,0.1
1564,2027,0.1
23,2027,0.1
64,2027,0.1
65,2027,0.1
225,2027,0.1
252,2027,0.2
387,2027,0.1
418,2027,0.1
453,2027,0.1
486,2027,0.1
489,2027,0.2
332,2028,0.1
33,2028,0.1
39,2028,0.1
192,2028,0.1
628,2028,0.1
1564,2028,0.1
23,2028,0.1
64,2028,0.1
65,2028,0.1
225,2028,0.1
252,2028,0.2
387,2028,0.1
418,2028,0.1
453,2028,0.1
486,2028,0.1
489,2028,0.2
1521,2028,0.2
242,2028,0.1
360,2028,0.1
624,2028,0.2
332,2029,0.1
33,2029,0.1
39,2029,0.1
628,2029,0.1
1564,2029,0.1
23,2029,0.1
65,2029,0.1
225,2029,0.2
252,2029,0.2
418,2029,0.1
453,2029,0.1
489,2029,0.2
1521,2029,0.2
242,2029,0.1
360,2029,0.1
624,2029,0.2
71,2029,0.2
280,2029,0.1
362,2029,0.1
427,2029,0.1
588,2029,0.2
634,2029,0.1
332,2030,0.1
628,2030,0.1
1564,2030,0.1
23,2030,0.1
65,2030,0.1
225,2030,0.2
252,2030,0.2
418,2030,0.1
453,2030,0.2
489,2030,0.2
1521,2030,0.2
242,2030,0.1
360,2030,0.1
624,2030,0.2
280,2030,0.1
362,2030,0.1
427,2030,0.1
588,2030,0.2
634,2030,0.1
839,2030,0.1
1214,2030,0.1
1518,2030,0.1
151,2030,0.1
248,2030,0.1
265,2030,0.1
332,2031,0.1
628,2031,0.1
1564,2031,0.1
23,2031,0.1
65,2031,0.1
225,2031,0.2
252,2031,0.2
418,2031,0.1
453,2031,0.2
489,2031,0.2
1521,2031,0.2
242,2031,0.1
360,2031,0.1
624,2031,0.2
280,2031,0.1
362,2031,0.1
427,2031,0.1
588,2031,0.2
634,2031,0.1
839,2031,0.1
1214,2031,0.1
1518,2031,0.1
151,2031,0.1
248,2031,0.1
265,2031,0.1
698,2031,0.1
332,2032,0.1
1564,2032,0.1
23,2032,0.1
65,2032,0.1
225,2032,0.2
252,2032,0.2
418,2032,0.1
453,2032,0.2
489,2032,0.2
1521,2032,0.2
242,2032,0.1
360,2032,0.1
624,2032,0.2
280,2032,0.1
588,2032,0.3
634,2032,0.1
839,2032,0.1
1214,2032,0.1
1518,2032,0.1
151,2032,0.1
265,2032,0.1
698,2032,0.1
1135,2032,0.1
1529,2032,0.1
332,2033,0.1
1564,2033,0.1
23,2033,0.1
65,2033,0.1
225,2033,0.2
252,2033,0.2
418,2033,0.1
453,2033,0.2
1521,2033,0.2
242,2033,0.1
360,2033,0.1
624,2033,0.2
280,2033,0.1
634,2033,0.1
839,2033,0.1
1214,2033,0.1
1518,2033,0.1
151,2033,0.1
265,2033,0.1
698,2033,0.1
1135,2033,0.1
1529,2033,0.1
74,2033,0.2
293,2033,0.1
332,2034,0.1
1564,2034,0.1
23,2034,0.1
65,2034,0.1
225,2034,0.2
252,2034,0.2
418,2034,0.1
453,2034,0.2
242,2034,0.1
360,2034,0.1
624,2034,0.2
280,2034,0.1
634,2034,0.1
839,2034,0.1
1518,2034,0.1
151,2034,0.1
265,2034,0.1
698,2034,0.1
1135,2034,0.1
1529,2034,0.1
74,2034,0.2
293,2034,0.1
524,2034,0.1
332,2035,0.1
1564,2035,0.1
23,2035,0.1
65,2035,0.1
225,2035,0.2
252,2035,0.2
418,2035,0.1
453,2035,0.2
242,2035,0.1
360,2035,0.1
280,2035,0.1
634,2035,0.1
839,2035,0.1
1518,2035,0.1
151,2035,0.1
265,2035,0.1
698,2035,0.1
1135,2035,0.1
1529,2035,0.1
74,2035,0.2
293,2035,0.1
524,2035,0.1
350,2035,0.1
311,2025,0.2
529,2025,0.1
612,2025,0.1
311,2026,0.2
529,2026,0.1
612,2026,0.1
1427,2026,0.1
1521,2026,0.1
252,2026,0.1
613,2026,0.1
624,2026,0.1
311,2027,0.2
529,2027,0.1
612,2027,0.1
1521,2027,0.1
624,2027,0.1
695,2027,0.1
71,2027,0.1
232,2027,0.1
569,2027,0.1
311,2028,0.2
529,2028,0.1
612,2028,0.1
695,2028,0.1
71,2028,0.1
232,2028,0.1
569,2028,0.1
1138,2028,0.1
106,2028,0.1
359,2028,0.1
421,2028,0.1
311,2029,0.2
529,2029,0.1
612,2029,0.1
695,2029,0.1
232,2029,0.1
569,2029,0.1
1138,2029,0.2
106,2029,0.1
359,2029,0.1
421,2029,0.1
1239,2029,0.1
55,2029,0.2
62,2029,0.1
233,2029,0.1
441,2029,0.1
311,2030,0.2
529,2030,0.1
612,2030,0.1
695,2030,0.1
232,2030,0.1
569,2030,0.1
1138,2030,0.2
106,2030,0.1
359,2030,0.2
421,2030,0.1
1239,2030,0.1
55,2030,0.2
62,2030,0.1
233,2030,0.1
441,2030,0.2
487,2030,0.2
311,2031,0.2
529,2031,0.1
612,2031,0.1
695,2031,0.1
232,2031,0.1
569,2031,0.1
1138,2031,0.2
106,2031,0.1
359,2031,0.2
421,2031,0.1
1239,2031,0.1
62,2031,0.1
233,2031,0.1
441,2031,0.2
487,2031,0.2
245,2031,0.1
364,2031,0.1
493,2031,0.1
311,2032,0.2
529,2032,0.1
612,2032,0.1
695,2032,0.1
232,2032,0.1
569,2032,0.1
1138,2032,0.2
106,2032,0.1
359,2032,0.2
421,2032,0.2
1239,2032,0.1
233,2032,0.1
441,2032,0.2
487,2032,0.2
245,2032,0.1
364,2032,0.1
493,2032,0.1
1014,2032,0.1
311,2033,0.2
529,2033,0.1
612,2033,0.1
695,2033,0.1
232,2033,0.1
569,2033,0.1
1138,2033,0.2
106,2033,0.1
359,2033,0.2
421,2033,0.2
1239,2033,0.1
233,2033,0.1
441,2033,0.2
487,2033,0.2
245,2033,0.1
493,2033,0.1
1014,2033,0.1
278,2033,0.1
311,2034,0.2
529,2034,0.1
612,2034,0.1
695,2034,0.1
232,2034,0.1
569,2034,0.1
1138,2034,0.2
106,2034,0.1
359,2034,0.2
421,2034,0.2
1239,2034,0.1
233,2034,0.1
441,2034,0.2
487,2034,0.2
245,2034,0.1
493,2034,0.1
1014,2034,0.1
278,2034,0.1
60,2034,0.1
311,2035,0.2
529,2035,0.1
612,2035,0.1
695,2035,0.1
232,2035,0.1
569,2035,0.1
1138,2035,0.2
106,2035,0.1
359,2035,0.2
421,2035,0.2
1239,2035,0.1
233,2035,0.1
487,2035,0.2
245,2035,0.1
493,2035,0.1
1014,2035,0.1
278,2035,0.1
60,2035,0.1
105,2035,0.1
447,2025,0.1
554,2025,0.1
447,2026,0.1
554,2026,0.1
1553,2026,0.1
288,2026,0.1
489,2026,0.1
447,2027,0.1
554,2027,0.1
1553,2027,0.1
288,2027,0.1
1215,2027,0.2
223,2027,0.1
391,2027,0.1
449,2027,0.2
492,2027,0.1
447,2028,0.1
554,2028,0.1
1553,2028,0.1
1215,2028,0.2
223,2028,0.1
391,2028,0.1
449,2028,0.2
492,2028,0.1
68,2028,0.1
447,2029,0.1
554,2029,0.1
1553,2029,0.1
1215,2029,0.2
223,2029,0.1
449,2029,0.2
492,2029,0.1
68,2029,0.1
1233,2029,0.1
320,2029,0.1
447,2030,0.1
554,2030,0.1
1553,2030,0.1
1215,2030,0.2
223,2030,0.1
449,2030,0.2
492,2030,0.1
1233,2030,0.1
320,2030,0.1
1237,2030,0.1
1285,2030,0.1
447,2031,0.1
554,2031,0.1
1553,2031,0.1
1215,2031,0.2
223,2031,0.1
449,2031,0.2
492,2031,0.1
1233,2031,0.1
320,2031,0.1
1237,2031,0.1
1285,2031,0.1
1018,2031,0.1
1975,2031,0.1
294,2031,0.1
447,2032,0.1
554,2032,0.1
1553,2032,0.1
1215,2032,0.2
223,2032,0.1
449,2032,0.2
492,2032,0.1
1233,2032,0.1
320,2032,0.1
1237,2032,0.1
1285,2032,0.1
1018,2032,0.1
1975,2032,0.1
294,2032,0.1
1506,2032,0.1
36,2032,0.1
447,2033,0.1
554,2033,0.1
1553,2033,0.1
1215,2033,0.2
223,2033,0.1
449,2033,0.2
492,2033,0.1
1233,2033,0.1
320,2033,0.1
1237,2033,0.1
1285,2033,0.1
1018,2033,0.1
1975,2033,0.1
294,2033,0.1
1506,2033,0.1
36,2033,0.1
1516,2033,0.1
2011,2033,0.2
447,2034,0.1
554,2034,0.1
1553,2034,0.1
1215,2034,0.2
223,2034,0.1
449,2034,0.2
492,2034,0.1
1233,2034,0.1
320,2034,0.1
1237,2034,0.1
1285,2034,0.1
1018,2034,0.1
1975,2034,0.1
294,2034,0.1
1506,2034,0.1
36,2034,0.1
1516,2034,0.1
2011,2034,0.2
753,2034,0.1
46,2034,0.1
447,2035,0.1
554,2035,0.1
1553,2035,0.1
1215,2035,0.2
223,2035,0.1
449,2035,0.2
492,2035,0.1
1233,2035,0.1
320,2035,0.1
1237,2035,0.1
1285,2035,0.1
1018,2035,0.1
1975,2035,0.1
294,2035,0.1
1506,2035,0.1
36,2035,0.1
1516,2035,0.1
2011,2035,0.2
753,2035,0.1
46,2035,0.1
858,2025,0.1
916,2025,0.1
55,2025,0.1
279,2025,0.1
438,2025,0.1
449,2025,0.1
563,2025,0.1
858,2026,0.1
916,2026,0.1
55,2026,0.1
279,2026,0.1
449,2026,0.1
563,2026,0.1
423,2026,0.1
470,2026,0.1
858,2027,0.1
916,2027,0.1
55,2027,0.1
279,2027,0.1
563,2027,0.1
423,2027,0.1
1579,2027,0.1
61,2027,0.1
74,2027,0.1
414,2027,0.1
435,2027,0.1
487,2027,0.1
551,2027,0.1
858,2028,0.1
916,2028,0.1
55,2028,0.1
279,2028,0.1
563,2028,0.1
423,2028,0.1
1579,2028,0.1
61,2028,0.1
74,2028,0.1
414,2028,0.1
435,2028,0.1
487,2028,0.1
551,2028,0.1
988,2028,0.1
1580,2028,0.1
1962,2028,0.1
195,2028,0.1
546,2028,0.1
643,2028,0.1
858,2029,0.1
916,2029,0.1
279,2029,0.1
563,2029,0.1
423,2029,0.1
1579,2029,0.1
74,2029,0.1
414,2029,0.1
435,2029,0.1
487,2029,0.1
551,2029,0.1
988,2029,0.1
1962,2029,0.1
195,2029,0.1
546,2029,0.1
643,2029,0.1
44,2029,0.1
424,2029,0.1
429,2029,0.1
469,2029,0.1
858,2030,0.1
916,2030,0.1
279,2030,0.1
563,2030,0.1
423,2030,0.1
1579,2030,0.1
74,2030,0.1
414,2030,0.1
435,2030,0.1
551,2030,0.1
1962,2030,0.1
195,2030,0.1
546,2030,0.1
643,2030,0.1
44,2030,0.1
424,2030,0.1
429,2030,0.1
469,2030,0.1
887,2030,0.1
211,2030,0.1
402,2030,0.1
548,2030,0.1
858,2031,0.1
916,2031,0.1
563,2031,0.1
423,2031,0.1
1579,2031,0.1
74,2031,0.1
414,2031,0.1
435,2031,0.1
1962,2031,0.1
195,2031,0.1
546,2031,0.1
44,2031,0.1
424,2031,0.1
429,2031,0.1
469,2031,0.1
887,2031,0.1
211,2031,0.1
548,2031,0.1
15,2031,0.1
858,2032,0.1
916,2032,0.1
563,2032,0.1
423,2032,0.1
1579,2032,0.1
74,2032,0.1
414,2032,0.1
435,2032,0.1
1962,2032,0.1
195,2032,0.1
546,2032,0.1
44,2032,0.1
424,2032,0.1
429,2032,0.1
469,2032,0.1
887,2032,0.1
211,2032,0.1
548,2032,0.1
15,2032,0.1
1209,2032,0.1
1519,2032,0.1
2011,2032,0.1
592,2032,0.1
858,2033,0.1
916,2033,0.1
563,2033,0.1
423,2033,0.1
1579,2033,0.1
414,2033,0.1
1962,2033,0.1
195,2033,0.1
546,2033,0.1
44,2033,0.1
424,2033,0.1
429,2033,0.1
469,2033,0.1
887,2033,0.1
211,2033,0.1
548,2033,0.1
15,2033,0.1
1209,2033,0.1
1519,2033,0.1
592,2033,0.1
361,2033,0.1
425,2033,0.1
630,2033,0.1
858,2034,0.1
916,2034,0.1
563,2034,0.1
423,2034,0.1
1579,2034,0.1
414,2034,0.1
1962,2034,0.1
195,2034,0.1
546,2034,0.1
44,2034,0.1
429,2034,0.1
469,2034,0.1
887,2034,0.1
211,2034,0.1
548,2034,0.1
15,2034,0.1
1209,2034,0.1
1519,2034,0.1
592,2034,0.1
361,2034,0.1
425,2034,0.1
866,2034,0.1
858,2035,0.1
916,2035,0.1
563,2035,0.1
423,2035,0.1
1579,2035,0.1
414,2035,0.1
1962,2035,0.1
195,2035,0.1
546,2035,0.1
44,2035,0.1
429,2035,0.1
469,2035,0.1
887,2035,0.1
211,2035,0.1
548,2035,0.1
15,2035,0.1
1209,2035,0.1
1519,2035,0.1
592,2035,0.1
361,2035,0.1
425,2035,0.1
866,2035,0.1
